suject,session,trials,category,target,rp,,critical_cat,critical_target,critical_rp
2118,2,11,TRANSPORTATION,jet,j _ _,,TRANSPORTATION,jet,j _ _
2118,2,12,FISH,goldfish,g _ _ _ _ _ _ _,,FISH,goldfish,g _ _ _ _ _ _ _
2118,2,13,SHIPS,barge,b _ _ _ _,,SHIPS,barge,b _ _ _ _
2118,2,14,CLOTHES,shorts,s _ _ _ _ _,,CLOTHES,shorts,s _ _ _ _ _
2118,2,15,FABRICS,denim,d _ _ _ _,,FABRICS,denim,d _ _ _ _
2118,2,16,DWELLINGS,townhouse,t _ _ _ _ _ _ _ _,,DWELLINGS,townhouse,t _ _ _ _ _ _ _ _
2118,2,17,BUILDING PARTS,hallway,h _ _ _ _ _ _,,BUILDING PARTS,hallway,h _ _ _ _ _ _
2118,2,18,COLORS,indigo,i _ _ _ _ _,,COLORS,indigo,i _ _ _ _ _
2118,2,19,BIRDS,woodpecker,w _ _ _ _ _ _ _ _ _,,BIRDS,woodpecker,w _ _ _ _ _ _ _ _ _
2118,2,20,GEOGRAPHY TERMS,lake,l _ _ _,,GEOGRAPHY TERMS,lake,l _ _ _
2118,2,21,CARPENTRY TOOLS,vise,v _ _ _,,CARPENTRY TOOLS,vise,v _ _ _
2118,2,22,FOUR-FOOTED ANIMALS,rat,r _ _,,FOUR-FOOTED ANIMALS,rat,r _ _
2118,2,23,SOURCES OF FUEL,oil,o _ _,,SOURCES OF FUEL,oil,o _ _
2118,2,24,DANCES,foxtrot,f _ _ _ _ _ _,,,,
2118,2,25,GIRL NAMES,erin,e _ _ _,,,,
2118,3,1,BOY NAMES,eric,e _ _ _,,,,
2118,3,2,DANCES,electric slide,e _ _ _ _ _ _ _ _ _ _ _ _ _,,,,
2118,3,3,COLLEGES,ucla,u _ _ _,,,,
2118,3,4,BEVERAGES,ginger ale,g _ _ _ _ _ _ _ _ _,,,,
2118,3,5,GIRL NAMES,erin,e _ _ _,,,,
2118,3,6,FRUIT,papaya,p _ _ _ _ _,,FRUIT,papaya,p _ _ _ _ _
2118,3,7,ELEMENTS,fluorine,f _ _ _ _ _ _ _,,ELEMENTS,fluorine,f _ _ _ _ _ _ _
2118,3,8,COUNTRIES,italy,i _ _ _ _,,COUNTRIES,italy,i _ _ _ _
2118,3,9,SPORTS,badminton,b _ _ _ _ _ _ _ _,,SPORTS,badminton,b _ _ _ _ _ _ _ _
2118,3,10,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _,,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _
2118,3,11,COLORS,mauve,m _ _ _ _,,COLORS,mauve,m _ _ _ _
2118,3,12,OCCUPATIONS,nurse,n _ _ _ _,,OCCUPATIONS,nurse,n _ _ _ _
2118,3,13,GEOGRAPHY TERMS,ocean,o _ _ _ _,,GEOGRAPHY TERMS,ocean,o _ _ _ _
2118,3,14,FOUR-FOOTED ANIMALS,raccoon,r _ _ _ _ _ _,,FOUR-FOOTED ANIMALS,raccoon,r _ _ _ _ _ _
2118,3,15,INSECTS,hornet,h _ _ _ _ _,,INSECTS,hornet,h _ _ _ _ _
2118,3,16,SHIPS,kayak,k _ _ _ _,,SHIPS,kayak,k _ _ _ _
2118,3,17,FABRICS,lace,l _ _ _,,FABRICS,lace,l _ _ _
2118,3,18,CLOTHES,dress,d _ _ _ _,,CLOTHES,dress,d _ _ _ _
2118,3,19,BODY PARTS,torso,t _ _ _ _,,BODY PARTS,torso,t _ _ _ _
2118,3,20,BIRDS,chicken,c _ _ _ _ _ _,,BIRDS,chicken,c _ _ _ _ _ _
2118,3,21,BUILDING PARTS,wing,w _ _ _,,BUILDING PARTS,wing,w _ _ _
2118,3,22,CAR MODELS,volkswagen,v _ _ _ _ _ _ _ _ _,,CAR MODELS,volkswagen,v _ _ _ _ _ _ _ _ _
2118,3,23,SEASONINGS,sugar,s _ _ _ _,,SEASONINGS,sugar,s _ _ _ _
2118,3,24,UNITS OF TIME,era,e _ _,,,,
2118,3,25,FOOTWEAR,galoshes,g _ _ _ _ _ _ _,,,,
2118,4,1,GIRL NAMES,linda,l _ _ _ _,,,,
2118,4,2,COLLEGES,loyola,l _ _ _ _ _,,,,
2118,4,3,CURRENCIES,franc,f _ _ _ _,,,,
2118,4,4,BOY NAMES,ken,k _ _,,,,
2118,4,5,BEVERAGES,fruit punch,f _ _ _ _ _ _ _ _ _ _,,,,
2118,4,6,OCCUPATIONS,grocer,g _ _ _ _ _,,OCCUPATIONS,grocer,g _ _ _ _ _
2118,4,7,COUNTRIES,switzerland,s _ _ _ _ _ _ _ _ _ _,,COUNTRIES,switzerland,s _ _ _ _ _ _ _ _ _ _
2118,4,8,SHIPS,motorboat,m _ _ _ _ _ _ _ _,,SHIPS,motorboat,m _ _ _ _ _ _ _ _
2118,4,9,TRANSPORTATION,jet,j _ _,,TRANSPORTATION,jet,j _ _
2118,4,10,PRECIOUS STONES,topaz,t _ _ _ _,,PRECIOUS STONES,topaz,t _ _ _ _
2118,4,11,CAR MODELS,nissan,n _ _ _ _ _,,CAR MODELS,nissan,n _ _ _ _ _
2118,4,12,SOURCES OF FUEL,petrol,p _ _ _ _ _,,SOURCES OF FUEL,petrol,p _ _ _ _ _
2118,4,13,ELEMENTS,calcium,c _ _ _ _ _ _,,ELEMENTS,calcium,c _ _ _ _ _ _
2118,4,14,BODY PARTS,bone,b _ _ _,,BODY PARTS,bone,b _ _ _
2118,4,15,GEOGRAPHY TERMS,volcano,v _ _ _ _ _ _,,GEOGRAPHY TERMS,volcano,v _ _ _ _ _ _
2118,4,16,DWELLINGS,igloo,i _ _ _ _,,DWELLINGS,igloo,i _ _ _ _
2118,4,17,CITIES,denver,d _ _ _ _ _,,CITIES,denver,d _ _ _ _ _
2118,4,18,BIRDS,owl,o _ _,,BIRDS,owl,o _ _
2118,4,19,SEASONINGS,herbs,h _ _ _ _,,SEASONINGS,herbs,h _ _ _ _
2118,4,20,FRUIT,watermelon,w _ _ _ _ _ _ _ _ _,,FRUIT,watermelon,w _ _ _ _ _ _ _ _ _
2118,4,21,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _,,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _
2118,4,22,TREES,elm,e _ _,,TREES,elm,e _ _
2118,4,23,CLOTHES,raincoat,r _ _ _ _ _ _ _,,CLOTHES,raincoat,r _ _ _ _ _ _ _
2118,4,24,FOOTWEAR,flip flops,f _ _ _ _ _ _ _ _ _,,,,
2118,4,25,UNITS OF DISTANCE,fathom,f _ _ _ _ _,,,,
