session,index,condition,type,stim,response,trialtime,globaltime,recall1,recall2,recall3,recall4,recall5
1,1,0,study,elizabeth,[],10.923702399999456,270.8402827000009,,,,,
1,2,0,study,nitrogen,[],22.966812000000573,282.8731313999997,,,,,
1,3,0,study,zach,[],34.99529729999995,294.8997522999998,,,,,
1,4,0,study,elder,[],47.00030700000025,306.9047277000009,,,,,
1,5,0,study,electric slide,[],59.0086981000004,318.9131115,,,,,
1,6,0,study,letter,[],71.02586169999995,330.9303037999998,,,,,
1,7,0,study,jets,[],83.02925329999925,342.93365840000115,,,,,
1,8,0,study,sandpaper,[],95.06033209999987,354.9648591999994,,,,,
1,9,0,study,kansas,[],107.08687570000075,366.99130259999947,,,,,
1,10,0,study,flannel,[],119.08948149999924,378.9938964000012,,,,,
1,11,0,study,motorboat,[],131.08836209999936,390.9927530999994,,,,,
1,12,0,study,dallas,[],143.0878520999995,402.99224160000085,,,,,
1,13,0,study,hornet,[],155.1152748000004,415.0199835000003,,,,,
1,14,0,study,germany,[],167.12020889999985,427.02465669999947,,,,,
1,15,0,study,opera,[],179.14345350000076,439.04867530000047,,,,,
1,16,0,study,igloo,[],191.14936149999994,451.05380220000006,,,,,
1,17,0,study,teeth,[],203.17738409999947,463.0817853999997,,,,,
1,18,0,study,potato,[],215.17826559999958,475.08265609999944,,,,,
1,19,0,study,aqua,[],227.20171929999924,487.1084472000002,,,,,
1,20,0,study,cadillac,[],239.23084559999916,499.1379288999997,,,,,
1,21,0,study,vinegar,[],251.2577579000008,511.16474689999995,,,,,
1,22,0,study,ball,[],263.28666599999997,523.1955787000006,,,,,
1,23,0,study,rat,[],275.3255461000008,535.2299887999998,,,,,
1,24,0,study,eric,[],287.35171289999926,547.2584284000004,,,,,
1,25,0,study,william,[],299.3578785999998,559.2622783000006,,,,,
1,1,0,recall,[],elizabeth,7.51592139999957,1180.882876400001,elizabeth,,,,
1,2,0,recall,[],dave,6.941701599998851,1188.439938900001,dave,,,,
1,3,0,recall,[],elder,3.676317099998414,1195.421688800001,elder,,,,
1,4,0,recall,[],electric slide,3.492968700000347,1199.1379323,electric slide,,,,
1,5,0,recall,[],letter,6.779967699998451,1202.666865700001,letter,,,,
1,6,0,recall,[],sandpaper,2.793050399999629,1209.4868597000004,sandpaper,,,,
1,7,0,recall,[],william,3.984606200001508,1212.3144329999996,william,,,,
1,8,0,recall,[],,10.96421410000039,1216.3305746000005,,,,,
1,9,0,recall,[],dave,12.541814700000032,1227.3352293000007,dave,,,,
1,10,0,recall,[],kansas,5.825852799998756,1239.9172618000011,kansas,,,,
1,11,0,recall,[],motorboat,8.975064300000668,1245.7837758999995,motorboat,,,,
1,12,0,recall,[],igloo,9.414521699998659,1254.7933728000007,igloo,,,,
1,13,0,recall,[],letter,9.547799600000872,1264.2423020999995,letter,,,,
1,14,0,recall,[],brian,8.696261400000367,1273.8274588000004,brian,,,,
1,15,0,recall,[],rat,3.4280205000013666,1282.5609428999996,rat,,,,
1,16,0,recall,[],boat,19.663574000000153,1286.0233305000002,boat,,,,
1,17,0,recall,[],,4.963337200000751,1305.7230170000003,,,,,
1,18,0,recall,[],doll,5.03182039999956,1310.7224907,doll,,,,
1,19,0,recall,[],ball,10.097869100000025,1315.7869444999997,ball,,,,
1,20,0,recall,[],water,1.5098925000002055,1325.9247876999998,water,,,,
1,21,0,recall,[],saw,9.929640699998345,1327.470674600001,saw,,,,
1,22,0,recall,[],ben,23.392595399998754,1337.4404465000007,ben,,,,
1,23,0,recall,[],number,25.415588500000013,1360.865612900001,number,,,,
1,24,0,recall,[],space,2.992681399999128,1386.3189435000004,space,,,,
1,25,0,recall,[],missouri,18.763684999999896,1389.3460047999997,missouri,,,,
1,26,0,recall,[],,1.193045500000153,1408.1496740000002,,,,,
1,27,0,recall,[],  done,69.73595550000027,1409.3830880999994,  done,,,,
1,28,0,recall,[],done,9.492614599999797,1479.1594126,done,,,,
2,26,1,study,jim,[],17.274658599999384,1706.7193368000007,,,,,
2,27,1,study,franc,[],29.29099320000023,1718.7376323999997,,,,,
2,28,1,study,orchid,[],41.3045144000007,1730.7485730000008,,,,,
2,29,1,study,jenny,[],53.32283400000051,1742.7692155000004,,,,,
2,30,1,study,jeff,[],65.35285499999918,1754.7992890000005,,,,,
2,31,1,study,periodical,[],77.36442979999993,1766.8086817000003,,,,,
2,32,1,study,chicken,[],89.38320569999996,1778.8296494999995,,,,,
2,33,1,study,zucchini,[],101.39401799999905,1790.8381105000008,,,,,
2,34,1,study,vest,[],113.41545620000034,1802.8639639000012,,,,,
2,35,1,study,rat,[],125.45232290000058,1814.8964711999997,,,,,
2,36,1,study,israel,[],137.4815639999997,1826.926049400001,,,,,
2,37,1,study,willow,[],149.48452840000027,1838.9286544999995,,,,,
2,38,1,study,nectarine,[],161.51098289999936,1850.9551618999994,,,,,
2,39,1,study,townhouse,[],173.5154547000002,1862.9595633999998,,,,,
2,40,1,study,dresser,[],185.54144389999965,1874.9856388999997,,,,,
2,41,1,study,acura,[],197.54507439999907,1886.9891301999996,,,,,
2,42,1,study,gray,[],209.57114290000027,1899.0153272000007,,,,,
2,43,1,study,kayak,[],221.57390879999912,1911.0179679000012,,,,,
2,44,1,study,lace,[],233.57360490000065,1923.0176810000012,,,,,
2,45,1,study,boron,[],245.5745612999999,1935.0186967000009,,,,,
2,46,1,study,entrance,[],257.60193959999924,1947.0460497000004,,,,,
2,47,1,study,hawaii,[],269.62696979999964,1959.0738141000002,,,,,
2,48,1,study,spider,[],281.6354694999991,1971.0795698000002,,,,,
2,49,1,study,yen,[],293.6341811000002,1983.0782364000006,,,,,
2,50,1,study,mambo,[],305.63371559999905,1995.0777772000001,,,,,
2,1,1,rp,c _ _ _ _ _ _,camera,14.468792600000597,2349.6940718999995,,,,,
2,2,1,rp,l _ _ _,lace,6.256816000000981,2366.2033178,,,,,
2,3,1,rp,n _ _ _ _ _ _ _ _,nectarine,3.63380639999923,2374.5112496,,,,,
2,1,1,recall,[],jim,4.564984099999492,2687.795451400001,,jim,,,
2,2,1,recall,[],jenny,2.6627876999991713,2692.3976067000003,,jenny,,,
2,3,1,recall,[],jeff,0.9305738000002748,2695.0961642,,jeff,,,
2,4,1,recall,[],vest,2.6589540999993915,2696.0674658000007,,vest,,,
2,5,1,recall,[],dresser,1.5473005000003468,2698.7623361999995,,dresser,,,
2,6,1,recall,[],townhouse,2.630492000000231,2700.3455187,,townhouse,,,
2,7,1,recall,[],chicken,3.342992599998979,2703.016003500001,,chicken,,,
2,8,1,recall,[],rat,1.0264369000014995,2706.3991012999995,,rat,,,
2,9,1,recall,[],periodical,3.013765899999271,2707.4614715000007,,periodical,,,
2,10,1,recall,[],gray,3.9985298000010516,2710.5096164999995,,gray,,,
2,11,1,recall,[],acura,1.159860600000684,2714.5482477999994,,acura,,,
2,12,1,recall,[],willow,1.197210600001199,2715.7440215999995,,willow,,,
2,13,1,recall,[],nectarine,2.4820426999995107,2716.9755975000007,,nectarine,,,
2,14,1,recall,[],kayak,1.9135924999991403,2719.4936235000005,,kayak,,,
2,15,1,recall,[],lace,1.176377899999352,2721.447598300001,,lace,,,
2,16,1,recall,[],franc,3.37615039999946,2722.6641872,,franc,,,
2,17,1,recall,[],yen,1.765491899999688,2726.0747178,,yen,,,
2,18,1,recall,[],entrance,2.860360699998637,2727.880115600001,,entrance,,,
2,19,1,recall,[],orchid,2.850805500000206,2730.7742106999995,,orchid,,,
2,20,1,recall,[],spider,3.115361699999994,2733.6572158,,spider,,,
2,21,1,recall,[],hawaii,3.1484445000005508,2736.8070816,,hawaii,,,
2,22,1,recall,[],done,12.708325499999773,2739.995893000001,,done,,,
3,51,0,study,julie,[],40.40370309999889,2984.0727551,,,,,
3,52,0,study,william,[],52.421285099999295,2996.0920769000004,,,,,
3,53,0,study,jeff,[],64.4384986999994,3008.1099157999997,,,,,
3,54,0,study,jane,[],76.45615689999977,3020.1250758999995,,,,,
3,55,0,study,watering can,[],88.4853922000002,3032.1543143,,,,,
3,56,0,study,italy,[],100.49354679999851,3044.1624943000006,,,,,
3,57,0,study,chicago,[],112.51180019999993,3056.1822878000003,,,,,
3,58,0,study,sweater,[],124.5178608999995,3068.1868273,,,,,
3,59,0,study,rain,[],136.5438334999999,3080.212825300001,,,,,
3,60,0,study,leather,[],148.54656029999933,3092.215634100001,,,,,
3,61,0,study,finch,[],160.57112009999946,3104.2416594999995,,,,,
3,62,0,study,ocean,[],172.57736959999966,3116.2464378000004,,,,,
3,63,0,study,kite,[],184.60467919999974,3128.2740625000006,,,,,
3,64,0,study,drill,[],196.6073097999997,3140.2762399000003,,,,,
3,65,0,study,townhouse,[],208.635320899999,3152.3042974,,,,,
3,66,0,study,volleyball,[],220.63680139999997,3164.3057327000006,,,,,
3,67,0,study,paper,[],232.65216679999867,3176.3234790999995,,,,,
3,68,0,study,athlete,[],244.6854850999989,3188.3572509999995,,,,,
3,69,0,study,neck,[],256.7138763999992,3200.3853500000005,,,,,
3,70,0,study,hawaii,[],268.74599619999935,3212.4173493,,,,,
3,71,0,study,entrance,[],280.78192659999877,3224.4521212,,,,,
3,72,0,study,gray,[],292.8065123999986,3236.4778867000005,,,,,
3,73,0,study,blueberry,[],304.8253281999987,3248.4970018000004,,,,,
3,74,0,study,yen,[],316.84611179999956,3260.5150591,,,,,
3,75,0,study,watering can,[],328.87819899999886,3272.547250900001,,,,,
3,1,0,recall,[],julie,3.393174500000896,3889.4600040999994,,,julie,,
3,2,0,recall,[],william,1.5586964000012813,3892.8943197999997,,,william,,
3,3,0,recall,[],jeff,1.3140665000009903,3894.4889574999997,,,jeff,,
3,4,0,recall,[],jane,0.92650440000034,3895.8429354,,,jane,,
3,5,0,recall,[],chicago,1.8920133999999962,3896.8103451999996,,,chicago,,
3,6,0,recall,[],townhouse,2.2597003999999288,3898.7426324000007,,,townhouse,,
3,7,0,recall,[],entrance,1.543055699999968,3901.0424427,,,entrance,,
3,8,0,recall,[],leather,2.8261287000004813,3902.6257657000006,,,leather,,
3,9,0,recall,[],gray,2.2759157000000414,3905.4923818000007,,,gray,,
3,10,0,recall,[],finch,1.4471334000008937,3907.8043368,,,finch,,
3,11,0,recall,[],watering can,3.2929199999998673,3909.291547500001,,,watering can,,
3,12,0,recall,[],italy,1.4595152999991114,3912.6248529000004,,,italy,,
3,13,0,recall,[],beach,1.4821050999998988,3914.118724,,,beach,,
3,14,0,recall,[],hawaii,1.6304545999992115,3915.6368378000006,,,hawaii,,
3,15,0,recall,[],kite,3.809272399999827,3917.3076359999995,,,kite,,
3,16,0,recall,[],yen,1.730471299999408,3921.1530022000006,,,yen,,
3,17,0,recall,[],athlete,9.4979618999987,3922.917802600001,,,athlete,,
3,18,0,recall,[],neck,1.3929887000012968,3932.4559013,,,neck,,
3,19,0,recall,[],volleyball,2.831983999998556,3933.883324300001,,,volleyball,,
3,20,0,recall,[],drill,1.132184000000052,3936.7496439999995,,,drill,,
3,21,0,recall,[],paper,1.0655064000002312,3937.916298,,,paper,,
3,22,0,recall,[],blueberry,6.048258500000884,3939.0161546,,,blueberry,,
3,23,0,recall,[],done,5.080719999999928,3945.1005528000005,,,done,,
4,76,1,study,peso,[],29.559602799999993,4174.4094453,,,,,
4,77,1,study,allison,[],41.57780740000089,4186.4274656,,,,,
4,78,1,study,phosphorous,[],53.60296340000059,4198.454306200001,,,,,
4,79,1,study,archbishop,[],65.63376190000054,4210.484612600001,,,,,
4,80,1,study,euro,[],77.6541961999992,4222.5062805,,,,,
4,81,1,study,israel,[],89.66729839999971,4234.516950700001,,,,,
4,82,1,study,bengals,[],101.67644570000084,4246.526468800001,,,,,
4,83,1,study,nintendo,[],113.6893201999992,4258.541365500001,,,,,
4,84,1,study,hummingbird,[],125.69782990000022,4270.5474772,,,,,
4,85,1,study,janitor,[],137.72142789999998,4282.5737358999995,,,,,
