session,index,condition,type,stim,response,trialtime,globaltime,recall1,recall2,recall3,recall4,recall5
1,1,1,study,ed,[],13.980404100002488,189.98995009998907,,,,,
1,2,1,study,lindsay,[],19.98480949999066,195.99471829998947,,,,,
1,3,1,study,lira,[],26.0209240999975,202.03053649999492,,,,,
1,4,1,study,u chicago,[],32.05436229999759,208.06367039999168,,,,,
1,5,1,study,lily,[],38.06464729999425,214.07391909998842,,,,,
1,6,1,study,hummingbird,[],44.086934799997834,220.0968664999964,,,,,
1,7,1,study,trolley,[],50.11457079999673,226.1238544999942,,,,,
1,8,1,study,oil,[],56.14286199999333,232.15208819998952,,,,,
1,9,1,study,anthropology,[],62.16912949999096,238.1784198999958,,,,,
1,10,1,study,wing,[],68.20139639999252,244.21062709999387,,,,,
1,11,1,study,peru,[],74.23083649999171,250.24012999999104,,,,,
1,12,1,study,goldfish,[],80.26171199999226,256.27098719999776,,,,,
1,13,1,study,dragonfly,[],86.29266269999789,262.3019266999909,,,,,
1,14,1,study,nitrogen,[],92.32310660000076,268.33278430000064,,,,,
1,15,1,study,cabin,[],98.35252790000231,274.3622684000002,,,,,
1,16,1,study,iowa,[],104.38166459999047,280.39092519998667,,,,,
1,17,1,study,jacket,[],110.41171859999304,286.4209579999879,,,,,
1,18,1,study,racquetball,[],116.44399049998901,292.45325539998885,,,,,
1,19,1,study,blueberry,[],122.4718528999947,298.4811326999916,,,,,
1,20,1,study,sheep,[],128.48938780000026,304.49866649998876,,,,,
1,21,1,study,volvo,[],134.52453749999404,310.5363747999945,,,,,
1,22,1,study,maroon,[],140.56042019999586,316.5701801999967,,,,,
1,23,1,study,farmer,[],146.592756500002,322.6021081999934,,,,,
1,24,1,study,loafers,[],152.62096899999597,328.6301950999914,,,,,
1,25,1,study,league,[],158.65366899999208,334.6629382999963,,,,,
1,1,1,rp,t _ _ _ _ _ _,t,6.138823599991156,659.0727659999975,,,,,
1,2,1,rp,b _ _ _ _ _ _ _ _,b,5.023021699991659,666.2561341999972,,,,,
1,3,1,rp,d _ _ _ _ _ _ _ _,d,5.604293700002017,672.3392261999979,,,,,
1,1,1,recall,[],lily,5.01693769999838,989.2077659999923,lily,,,,
1,2,1,recall,[],anthropology,5.862450100001297,994.2471838999918,anthropology,,,,
1,3,1,recall,[],peru,1.0302460999955656,1000.1288482999953,peru,,,,
1,4,1,recall,[],ed,4.126077199995052,1001.1801403999998,ed,,,,
1,5,1,recall,[],done,19.81092030000582,1005.3304090999882,done,,,,
2,26,0,study,lynne,[],25.753971999991336,1236.6816551999946,,,,,
2,27,0,study,georgetown,[],31.86344349999854,1242.7910244999948,,,,,
2,28,0,study,kevin,[],37.87905239999236,1248.8064884999912,,,,,
2,29,0,study,yen,[],43.91312139999354,1254.8431278999924,,,,,
2,30,0,study,gladiola,[],49.957636499995715,1260.8854011999938,,,,,
2,31,0,study,moose,[],55.984414599995944,1266.9118664999987,,,,,
2,32,0,study,orlando,[],62.013315799995326,1272.9412630000006,,,,,
2,33,0,study,nitrogen,[],68.04547259998799,1278.9728991999873,,,,,
2,34,0,study,dragonfly,[],74.05812299999525,1284.9855472999916,,,,,
2,35,0,study,whisk,[],80.07512029999634,1291.0025678999955,,,,,
2,36,0,study,ferry,[],86.10475359999691,1297.0321925999888,,,,,
2,37,0,study,blues,[],92.13197609999042,1303.0593892999896,,,,,
2,38,0,study,scarf,[],98.16209230000095,1309.089519000001,,,,,
2,39,0,study,clouds,[],104.19303019999643,1315.1204434999963,,,,,
2,40,0,study,audi,[],110.22348570000031,1321.150924799993,,,,,
2,41,0,study,hawaii,[],116.25474949998898,1327.1821902999945,,,,,
2,42,0,study,iraq,[],122.28483449999476,1333.212526999996,,,,,
2,43,0,study,vise,[],128.31541399999696,1339.2429145999922,,,,,
2,44,0,study,elm,[],134.34077429999888,1345.268240599995,,,,,
2,45,0,study,roof,[],140.37370529999316,1351.3011521000008,,,,,
2,46,0,study,tabasco,[],146.40376190000097,1357.3313306999917,,,,,
2,47,0,study,parakeet,[],152.43370379999396,1363.3611614999973,,,,,
2,48,0,study,janitor,[],158.46506209998915,1369.392519999994,,,,,
2,49,0,study,gerund,[],164.49600210000062,1375.4234527999943,,,,,
2,50,0,study,line dance,[],170.52401349999127,1381.4518811999878,,,,,
2,1,0,recall,[],georgetown,4.352501700006542,1993.6915811999934,,georgetown,,,
2,2,0,recall,[],lynne,1.942963499997859,1998.0671297999943,,lynne,,,
2,3,0,recall,[],audi,2.278942199991434,2000.0324327999988,,audi,,,
2,4,0,recall,[],kevin,3.492516700003762,2002.3340189999872,,kevin,,,
2,5,0,recall,[],gerund,10.462353800001438,2005.848083799996,,gerund,,,
2,6,0,recall,[],done,8.077493999997387,2016.331996199995,,done,,,
3,51,1,study,ken,[],157.17181040000287,2367.492770099998,,,,,
3,52,1,study,kim,[],163.17671559999872,2373.497451599993,,,,,
3,53,1,study,usc,[],169.20171429999755,2379.522463999994,,,,,
3,54,1,study,decimeter,[],175.2290725000057,2385.5497869999963,,,,,
3,55,1,study,dolphins,[],181.26046730000235,2391.581173899991,,,,,
3,56,1,study,clarinet,[],187.2904014999949,2397.611113399995,,,,,
3,57,1,study,oceanography,[],193.32079870000598,2403.641553999987,,,,,
3,58,1,study,acura,[],199.3484671000042,2409.6692342999886,,,,,
3,59,1,study,rugby,[],205.3800601999974,2415.701467199993,,,,,
3,60,1,study,eggplant,[],211.41109949999372,2421.731859499996,,,,,
3,61,1,study,wolf,[],217.44100900000194,2427.7617656999937,,,,,
3,62,1,study,swordfish,[],223.4505446999974,2433.7712878999882,,,,,
3,63,1,study,boston,[],229.4698786999943,2439.7906373000005,,,,,
3,64,1,study,futon,[],235.482952499995,2445.8036895999976,,,,,
3,65,1,study,grape,[],241.50410320000083,2451.8248645999993,,,,,
3,66,1,study,louisiana,[],247.53083089999564,2457.8515413999994,,,,,
3,67,1,study,nuclear,[],253.53205389999493,2463.8528088999883,,,,,
3,68,1,study,magnesium,[],259.54734580000513,2469.868103399989,,,,,
3,69,1,study,professor,[],265.5904792999936,2475.911205899989,,,,,
3,70,1,study,thyme,[],271.6190279000002,2481.9397814999975,,,,,
3,71,1,study,hawk,[],277.650120899998,2487.970902999994,,,,,
3,72,1,study,jacket,[],283.6804596000002,2494.0012258999923,,,,,
3,73,1,study,ireland,[],289.71167550000246,2500.0325733999925,,,,,
3,74,1,study,deacon,[],295.7425027999998,2506.063231799999,,,,,
3,75,1,study,daughter,[],301.74568920000456,2512.0664843999984,,,,,
3,1,1,rp,b _ _ _ _ _,b,10.311648400005652,2825.72067889999,,,,,
3,2,1,rp,p _ _ _ _ _ _ _ _,p,14.830663200002164,2837.0832060999965,,,,,
3,3,1,rp,o _ _ _ _ _ _ _ _ _ _ _,o,6.742983000003733,2852.9549960999866,,,,,
3,1,1,recall,[],usc,2.921764200000325,3165.174664099992,,,usc,,
3,2,1,recall,[],kim,6.824351999995997,3168.1189868999936,,,kim,,
3,3,1,recall,[],ken,0.9775495000067167,3174.9656741999934,,,ken,,
3,4,1,recall,[],decimeter,3.6621298999962164,3175.966127499996,,,decimeter,,
3,5,1,recall,[],acura,8.24520790000679,3179.648279999994,,,acura,,
3,6,1,recall,[],oceanography,5.079107400000794,3187.91439369999,,,oceanography,,
3,7,1,recall,[],dolphins,2.0428183000040008,3193.0148978999932,,,dolphins,,
3,8,1,recall,[],rugby,1.311161899997387,3195.080220299991,,,rugby,,
3,9,1,recall,[],done,1.2296277999994345,3196.4126322999946,,,done,,
4,76,0,study,georgetown,[],3.369124999997439,3384.1766129999887,,,,,
4,77,0,study,kevin,[],9.385910199998762,3390.1931561999954,,,,,
4,78,0,study,gorge,[],15.413708400010364,3396.2210059999925,,,,,
4,79,0,study,yen,[],21.44296270000632,3402.250202700001,,,,,
4,80,0,study,kelly,[],27.47415419999743,3408.2815099,,,,,
4,81,0,study,rafters,[],33.4878286000021,3414.295112199994,,,,,
4,82,0,study,archaeology,[],39.53192310000304,3420.3393141999986,,,,,
4,83,0,study,valley,[],45.55776740000874,3426.3667795999936,,,,,
4,84,0,study,encyclopedia,[],51.59455940000771,3432.401847199988,,,,,
4,85,0,study,tractor,[],57.62365690000297,3438.430956899989,,,,,
4,86,0,study,ostrich,[],63.65297660000215,3444.4602450999955,,,,,
4,87,0,study,mauve,[],69.68536440000753,3450.4931574999937,,,,,
4,88,0,study,ladle,[],75.70240920000651,3456.5104069999943,,,,,
4,89,0,study,nylon,[],81.71964340000704,3462.5269334999903,,,,,
4,90,0,study,copper,[],87.73411050000868,3468.5416276999895,,,,,
4,91,0,study,japan,[],93.77214130001084,3474.579429899997,,,,,
