session,index,condition,type,stim,response,trialtime,globaltime,recall1,recall2,recall3,recall4,recall5
1,1,0,study,kelly,[],21.151147199998377,304.9643466999987,,,,,
1,2,0,study,lawnmower,[],33.178069899993716,316.991763900005,,,,,
1,3,0,study,line dance,[],45.20842160002212,329.02126400001,,,,,
1,4,0,study,eric,[],57.23704490001546,341.0498845000111,,,,,
1,5,0,study,era,[],69.2420905000181,353.0549577999918,,,,,
1,6,0,study,maroon,[],81.26837430000887,365.0812578999903,,,,,
1,7,0,study,trolley,[],93.32486870000139,377.1378051000065,,,,,
1,8,0,study,nitrogen,[],105.35503860001336,389.1679442000168,,,,,
1,9,0,study,volvo,[],117.38716830001795,401.2000563000038,,,,,
1,10,0,study,cabin,[],129.41683729999932,413.229708400002,,,,,
1,11,0,study,farmer,[],141.44695290000527,425.2598388000042,,,,,
1,12,0,study,racquetball,[],153.47814550000476,437.2911105999956,,,,,
1,13,0,study,wing,[],165.5070521000016,449.3198948999925,,,,,
1,14,0,study,hummingbird,[],177.51465670001926,461.3275938000006,,,,,
1,15,0,study,dragonfly,[],189.52113850001479,473.3339810000034,,,,,
1,16,0,study,jacket,[],201.539519700018,485.35236910000094,,,,,
1,17,0,study,iowa,[],213.56702170000062,497.3798829000152,,,,,
1,18,0,study,oil,[],225.57289290000335,509.3857597000024,,,,,
1,19,0,study,goldfish,[],237.5989597000007,521.4118726000015,,,,,
1,20,0,study,anthropology,[],249.62814800001797,533.4410320000025,,,,,
1,21,0,study,blueberry,[],261.65613030001987,545.468984200008,,,,,
1,22,0,study,peru,[],273.68589650001377,557.4987547000055,,,,,
1,23,0,study,sheep,[],285.71804480001447,569.530937500007,,,,,
1,24,0,study,league,[],297.7478586000216,581.5607463000051,,,,,
1,25,0,study,university of michigan,[],309.77945230001933,593.5923765999905,,,,,
1,1,0,recall,[],kelly,5.731213400023989,1221.3954130999919,kelly,,,,
1,2,0,recall,[],maroon,3.1282561999978498,1227.181348300015,maroon,,,,
1,3,0,recall,[],era,5.531216700008372,1230.3611642000033,era,,,,
1,4,0,recall,[],eric,2.096029999986058,1235.946119500004,eric,,,,
1,5,0,recall,[],line dances,4.381792900006985,1238.0940511999943,line dances,,,,
1,6,0,recall,[],trolley,3.8610722000012174,1242.5135130000126,trolley,,,,
1,7,0,recall,[],nitrogen,3.491031199984718,1246.4331400000083,nitrogen,,,,
1,8,0,recall,[],university of michigan,7.047558799997205,1249.9758379000123,university of michigan,,,,
1,9,0,recall,[],dragonfly,8.209575799992308,1257.0629413000133,dragonfly,,,,
1,10,0,recall,[],league,2.61177069999394,1265.3118206000072,league,,,,
1,11,0,recall,[],blueberry,3.263186099997256,1267.9751984000031,blueberry,,,,
1,12,0,recall,[],era,14.743262400006643,1271.2770314000081,era,,,,
1,13,0,recall,[],maroon,10.232120300002862,1286.0722154999967,maroon,,,,
1,14,0,recall,[],anthropology,21.495664099988062,1296.3545460000169,anthropology,,,,
1,15,0,recall,[],done,27.792876399995293,1317.9043282000057,done,,,,
2,26,1,study,katherine,[],36.296366800001124,1572.5252382000035,,,,,
2,27,1,study,usc,[],48.31612650002353,1584.545192999998,,,,,
2,28,1,study,gardenia,[],60.344496000005165,1596.5731365999964,,,,,
2,29,1,study,light year,[],72.37379510002211,1608.6023781000113,,,,,
2,30,1,study,galoshes,[],84.40407970000524,1620.6327029000095,,,,,
2,31,1,study,parakeet,[],96.43583630002104,1632.6644071000046,,,,,
2,32,1,study,orlando,[],108.4644197000016,1644.6930608999974,,,,,
2,33,1,study,clouds,[],120.49543920002179,1656.7240563000087,,,,,
2,34,1,study,tabasco,[],132.49917460000142,1668.7278082999983,,,,,
2,35,1,study,audi,[],144.52634500002023,1680.7549425000034,,,,,
2,36,1,study,janitor,[],156.5300407000177,1692.7587521999958,,,,,
2,37,1,study,vise,[],168.55579190002754,1704.784364399995,,,,,
2,38,1,study,whisk,[],180.5616778000258,1716.7902748000051,,,,,
2,39,1,study,moose,[],192.58633450002526,1728.8149406000157,,,,,
2,40,1,study,scarf,[],204.61252670001704,1740.8411372000119,,,,,
2,41,1,study,iraq,[],216.64368690000265,1752.8723018000019,,,,,
2,42,1,study,hawaii,[],228.6739143000159,1764.902557399997,,,,,
2,43,1,study,nitrogen,[],240.70238800000516,1776.9309953000047,,,,,
2,44,1,study,blues,[],252.73540560001857,1788.9640073000046,,,,,
2,45,1,study,dragonfly,[],264.76489810002386,1800.9935094999964,,,,,
2,46,1,study,elm,[],276.79566760000307,1813.0243047999975,,,,,
2,47,1,study,ferry,[],288.82199560001027,1825.0506650999887,,,,,
2,48,1,study,roof,[],300.82968910000636,1837.0583247999894,,,,,
2,49,1,study,kevin,[],312.85668670001905,1849.0853220999998,,,,,
2,50,1,study,grandmother,[],324.8846378000162,1861.1132872999879,,,,,
2,1,1,rp,b _ _ _ _,blues,7.356466900004307,2186.782856900012,,,,,
2,2,1,rp,w _ _ _ _,w,15.663676500000292,2196.2070677000156,,,,,
2,3,1,rp,o _ _ _ _ _ _,o,10.215323800017359,2213.937212399993,,,,,
2,1,1,recall,[],dragonfly,5.840703299996676,2537.245701500011,,dragonfly,,,
2,2,1,recall,[],katherine,2.7929416999977548,2543.1252295000013,,katherine,,,
2,3,1,recall,[],kevin,2.996723499993095,2545.971110000013,,kevin,,,
2,4,1,recall,[],blue,1.7495721000013873,2549.0180515999964,,blue,,,
2,5,1,recall,[],galoshes,3.7020732999953907,2550.8151304000057,,galoshes,,,
2,6,1,recall,[],elm,1.9918330000073183,2554.575147900003,,elm,,,
2,7,1,recall,[],usc,7.163117999996757,2556.619761400012,,usc,,,
2,8,1,recall,[],parakeet,15.009636400005547,2563.8216324000095,,parakeet,,,
2,9,1,recall,[],orlando,9.945884299988393,2578.8843073000025,,orlando,,,
2,10,1,recall,[],nitrogen,37.48854590000701,2588.887590600003,,nitrogen,,,
2,11,1,recall,[],done,22.89100570001756,2626.4327248999907,,done,,,
3,51,0,study,u chicago,[],76.00752690000809,2914.7271095000033,,,,,
3,52,0,study,katherine,[],88.04059950000374,2926.7599614000064,,,,,
3,53,0,study,kevin,[],100.07241120000253,2938.791770400014,,,,,
3,54,0,study,daughter,[],112.10275570000522,2950.822146599996,,,,,
3,55,0,study,daffodil,[],124.13248970001587,2962.8518512000155,,,,,
3,56,0,study,jacket,[],136.16389650001656,2974.883265500015,,,,,
3,57,0,study,oceanography,[],148.1674675999966,2986.8868269000086,,,,,
3,58,0,study,futon,[],160.19268259999808,2998.912092899991,,,,,
3,59,0,study,hawk,[],172.20451060001506,3010.9262831000087,,,,,
3,60,0,study,grape,[],184.20698360001552,3022.926325600012,,,,,
3,61,0,study,ireland,[],196.22228149999864,3034.9416491000156,,,,,
3,62,0,study,magnesium,[],208.2258355000231,3046.9452190000156,,,,,
3,63,0,study,eggplant,[],220.2541738,3058.9736143999908,,,,,
3,64,0,study,clarinet,[],232.27926080001635,3070.998640500009,,,,,
3,65,0,study,boston,[],244.3094887000043,3083.0288766000012,,,,,
3,66,0,study,nuclear,[],256.34367349999957,3095.0631020000146,,,,,
3,67,0,study,louisiana,[],268.3704015999974,3107.0897604000056,,,,,
3,68,0,study,acura,[],280.4015557000239,3119.1209616000124,,,,,
3,69,0,study,swordfish,[],292.4306826000102,3131.1500681999896,,,,,
3,70,0,study,rugby,[],304.4344186000235,3143.1538025999907,,,,,
3,71,0,study,professor,[],316.4634264000051,3155.182819800015,,,,,
3,72,0,study,wolf,[],328.4947533000086,3167.2141855999944,,,,,
3,73,0,study,thyme,[],340.52250620000996,3179.2418898000033,,,,,
3,74,0,study,direct object,[],352.5532435000059,3191.2726311000006,,,,,
3,75,0,study,deacon,[],364.5814220000175,3203.3008258999907,,,,,
3,1,0,recall,[],boston,3.1184120000107214,3823.6804259000055,,,boston,,
3,2,0,recall,[],louisiana,2.892585399997188,3826.837488499994,,,louisiana,,
3,3,0,recall,[],u chicago,4.81129320000764,3829.7849190999987,,,u chicago,,
