session,index,condition,type,stim,response,trialtime,globaltime,recall1,recall2,recall3,recall4,recall5
1,1,1,study,lily,[],16.5508731000009,303.0644481000054,,,,,
1,2,1,study,university of michigan,[],28.597506899997825,315.11147880001226,,,,,
1,3,1,study,elder,[],40.62236850000045,327.1356633000105,,,,,
1,4,1,study,ed,[],52.65459710000141,339.1679068000085,,,,,
1,5,1,study,epoch,[],64.68545340000128,351.19877890001226,,,,,
1,6,1,study,wing,[],76.71476830000756,363.22804090000864,,,,,
1,7,1,study,oil,[],88.74545750000107,375.2588938000117,,,,,
1,8,1,study,dragonfly,[],100.77501369999663,387.2882820000086,,,,,
1,9,1,study,farmer,[],112.77732890000334,399.2905771000078,,,,,
1,10,1,study,anthropology,[],124.80427920000511,411.31755270001304,,,,,
1,11,1,study,racquetball,[],136.8316909999994,423.34500810000463,,,,,
1,12,1,study,hummingbird,[],148.86141719999432,435.37470210000174,,,,,
1,13,1,study,volvo,[],160.89244920000783,447.40573399999994,,,,,
1,14,1,study,maroon,[],172.92180830000143,459.43507850001333,,,,,
1,15,1,study,nitrogen,[],184.95195469999453,471.46517210001184,,,,,
1,16,1,study,jacket,[],196.985940700004,483.4992104000121,,,,,
1,17,1,study,trolley,[],209.01417700000457,495.52740400000766,,,,,
1,18,1,study,goldfish,[],221.01664190000156,507.52986530000635,,,,,
1,19,1,study,blueberry,[],233.04396830000042,519.5572455000074,,,,,
1,20,1,study,iowa,[],245.04677290000836,531.5601445000066,,,,,
1,21,1,study,cabin,[],257.0737388999987,543.5870411000069,,,,,
1,22,1,study,peru,[],269.1010468000022,555.6143007000064,,,,,
1,23,1,study,sheep,[],281.1372332000028,567.6505264000007,,,,,
1,24,1,study,karen,[],293.16444639999827,579.677732600001,,,,,
1,25,1,study,electric slide,[],305.19448030000785,591.7077426000033,,,,,
1,1,1,rp,o _ _,oil,2.22296839999035,922.7358841000096,,,,,
1,2,1,rp,v _ _ _ _,volvo,2.19518799999787,927.0315353000042,,,,,
1,3,1,rp,b _ _ _ _ _ _ _ _,butterfly,25.85060630000953,931.2885182000027,,,,,
1,1,1,recall,[],dragonfly,6.062837000004947,1266.1123736000009,dragonfly,,,,
1,2,1,recall,[],university of michigan,4.242799400002696,1272.2320038000034,university of michigan,,,,
1,3,1,recall,[],iowa,1.8297771999932593,1276.5133277000132,iowa,,,,
1,4,1,recall,[],ed,0.6277605999930529,1278.3801594000106,ed,,,,
1,5,1,recall,[],epoch,1.5452897999930428,1279.0638694000081,epoch,,,,
1,6,1,recall,[],nitrogen,8.310177899998962,1280.6634013000003,nitrogen,,,,
