session,index,condition,type,stim,response,trialtime,globaltime,recall1,recall2,recall3,recall4,recall5
1,1,1,study,yen,[],11.416904862970114,228.14991521276534,,,,,
1,2,1,study,elder,[],17.410214461386204,234.14329865574837,,,,,
1,3,1,study,ed,[],23.40582888200879,240.13829394429922,,,,,
1,4,1,study,erin,[],29.40492858365178,246.13742666505277,,,,,
1,5,1,study,uc berkeley,[],35.404894914478064,252.13741569407284,,,,,
1,6,1,study,oil,[],41.40056550130248,258.13302046619356,,,,,
1,7,1,study,hummingbird,[],47.39967061765492,264.13217701762915,,,,,
1,8,1,study,iowa,[],53.397057104855776,270.12955196760595,,,,,
1,9,1,study,goldfish,[],59.39480945467949,276.1273167002946,,,,,
1,10,1,study,jacket,[],65.39299777895212,282.1254966724664,,,,,
1,11,1,study,dragonfly,[],71.39046813547611,288.12302346900105,,,,,
1,12,1,study,peru,[],77.38858623802662,294.12107333540916,,,,,
1,13,1,study,racquetball,[],83.38765333406627,300.12013985030353,,,,,
1,14,1,study,sheep,[],89.3865022175014,306.1189830712974,,,,,
1,15,1,study,anthropology,[],95.38321619294584,312.11567865870893,,,,,
1,16,1,study,maroon,[],101.37998872622848,318.11244808882475,,,,,
1,17,1,study,blueberry,[],107.3781983293593,324.1106612030417,,,,,
1,18,1,study,nitrogen,[],113.3766796849668,330.1091414541006,,,,,
1,19,1,study,farmer,[],119.37461644783616,336.10709576681256,,,,,
1,20,1,study,volvo,[],125.37283916957676,342.10529855266213,,,,,
1,21,1,study,wing,[],131.3712419178337,348.1036956254393,,,,,
1,22,1,study,cabin,[],137.3691563718021,354.10164510272443,,,,,
1,23,1,study,trolley,[],143.3672166801989,360.0996853131801,,,,,
1,24,1,study,line dance,[],149.36534409038723,366.0978040844202,,,,,
1,25,1,study,light year,[],155.3647647164762,372.09723815880716,,,,,
1,1,1,rp,f _ _ _ _ _,f,4.932083463296294,709.9615949839354,,,,,
1,2,1,rp,r _ _ _ _ _ _ _ _ _ _,r,8.3749328404665,715.9150845166296,,,,,
1,3,1,rp,h _ _ _ _ _ _ _ _ _ _,h,5.060224082320929,725.3114213813096,,,,,
1,1,1,recall,[],uc berkely,4.977459466084838,1051.2534188013524,uc berkely,,,,
1,2,1,recall,[],ed,3.4640086684376,1056.2489699423313,ed,,,,
1,3,1,recall,[],anthropology,4.046640429645777,1059.7305614426732,anthropology,,,,
1,4,1,recall,[],erin,6.247613234445453,1063.7957181967795,erin,,,,
1,5,1,recall,[],done,8.163724841549993,1070.060112863779,done,,,,
2,26,1,study,gorge,[],11.382670493796468,1281.2633260600269,,,,,
2,27,1,study,george,[],17.381385058164597,1287.2614717185497,,,,,
2,28,1,study,loyola,[],23.37882823869586,1293.258652165532,,,,,
2,29,1,study,lawnmower,[],29.37915952131152,1299.2590514626354,,,,,
2,30,1,study,ginger ale,[],35.376853469759226,1305.2568850554526,,,,,
2,31,1,study,nitrogen,[],41.37361160852015,1311.253656981513,,,,,
2,32,1,study,moose,[],47.37237496115267,1317.252425128594,,,,,
2,33,1,study,hawaii,[],53.36895455420017,1323.2487941496074,,,,,
2,34,1,study,blues,[],59.3682203553617,1329.2480666004121,,,,,
2,35,1,study,iraq,[],65.36469219997525,1335.2445533201098,,,,,
2,36,1,study,scarf,[],71.36286810971797,1341.2426856849343,,,,,
2,37,1,study,ferry,[],77.36051492020488,1347.2403451278806,,,,,
2,38,1,study,vise,[],83.3596453294158,1353.2394719161093,,,,,
2,39,1,study,roof,[],89.35807893425226,1359.2378976996988,,,,,
2,40,1,study,dragonfly,[],95.35536568239331,1365.2352053690702,,,,,
2,41,1,study,parakeet,[],101.35298248752952,1371.2328072749078,,,,,
2,42,1,study,elm,[],107.35063275694847,1377.2304551117122,,,,,
2,43,1,study,clouds,[],113.35019431449473,1383.230037977919,,,,,
2,44,1,study,janitor,[],119.34806050732732,1389.2278915885836,,,,,
2,45,1,study,tabasco,[],125.34580126963556,1395.2256304416806,,,,,
2,46,1,study,whisk,[],131.3458587899804,1401.2257362119853,,,,,
2,47,1,study,audi,[],137.34149309247732,1407.2213094197214,,,,,
2,48,1,study,orlando,[],143.34091003797948,1413.2207823432982,,,,,
2,49,1,study,gladiola,[],149.3372910451144,1419.2171115875244,,,,,
2,50,1,study,gerund,[],155.33630592562258,1425.2161300834268,,,,,
2,1,1,rp,m _ _ _ _,moose,4.054907130077481,1748.3304333910346,,,,,
2,2,1,rp,j _ _ _ _ _ _,janitor,6.543130086734891,1753.4063516128808,,,,,
2,3,1,rp,v _ _ _,vise,3.695510994642973,1760.9691955149174,,,,,
2,1,1,recall,[],gorge,2.643863657489419,2077.933530997485,,gorge,,,
2,2,1,recall,[],george,2.398068154230714,2080.59523996152,,george,,,
2,3,1,recall,[],leola,5.648147394880652,2083.0103247500956,,leola,,,
2,4,1,recall,[],janitor,4.464757530018687,2088.675118394196,,janitor,,,
2,5,1,recall,[],moose,2.2325933407992125,2093.156932199374,,moose,,,
2,6,1,recall,[],vise,2.2491059489548206,2095.4061678443104,,vise,,,
2,7,1,recall,[],done,43.1353443171829,2097.672380482778,,done,,,
3,51,0,study,deutschmark,[],13.390635315328836,2344.149843895808,,,,,
3,52,0,study,zach,[],19.387297116219997,2350.1457722969353,,,,,
3,53,0,study,ucla,[],25.383500823751092,2356.1419320218265,,,,,
3,54,0,study,karen,[],31.382693903520703,2362.141102673486,,,,,
3,55,0,study,dandelion,[],37.38003240711987,2368.1384638771415,,,,,
3,56,0,study,acura,[],43.37847555056214,2374.1368952691555,,,,,
3,57,0,study,clarinet,[],49.377095479518175,2380.1355123370886,,,,,
3,58,0,study,louisiana,[],55.374331548810005,2386.132750801742,,,,,
3,59,0,study,swordfish,[],61.37171342410147,2392.1301212720573,,,,,
3,60,0,study,nuclear,[],67.37113420292735,2398.1295479387045,,,,,
3,61,0,study,boston,[],73.36804972216487,2404.1264492105693,,,,,
3,62,0,study,wolf,[],79.36843376792967,2410.1268706787378,,,,,
3,63,0,study,magnesium,[],85.36435310915112,2416.1227623913437,,,,,
3,64,0,study,thyme,[],91.36249603889883,2422.1208944283426,,,,,
3,65,0,study,rugby,[],97.35986924357712,2428.1182870566845,,,,,
3,66,0,study,jacket,[],103.35807204805315,2434.116478264332,,,,,
3,67,0,study,professor,[],109.35697549581528,2440.1153777875006,,,,,
3,68,0,study,futon,[],115.35430273413658,2446.112709565088,,,,,
3,69,0,study,ireland,[],121.35245895758271,2452.1108675152063,,,,,
3,70,0,study,hawk,[],127.35086623765528,2458.1100129466504,,,,,
3,71,0,study,eggplant,[],133.34871673956513,2464.1071426738054,,,,,
3,72,0,study,grape,[],139.346560806036,2470.1050111260265,,,,,
3,73,0,study,oceanography,[],145.34521219320595,2476.1036135666072,,,,,
3,74,0,study,vicar,[],151.34410337731242,2482.102520544082,,,,,
3,75,0,study,vikings,[],157.34151867590845,2488.099945018068,,,,,
3,1,0,recall,[],ucla,4.708934731781483,3106.6296425890177,,,ucla,,
3,2,0,recall,[],zach,4.747994178906083,3111.355458667502,,,zach,,
3,3,0,recall,[],oceanography,3.9648054484277964,3116.1207799986005,,,oceanography,,
3,4,0,recall,[],boston,2.1308606825768948,3120.102449402213,,,boston,,
3,5,0,recall,[],louisiana,2.498674673959613,3122.251972535625,,,louisiana,,
3,6,0,recall,[],karen,7.747641796246171,3124.7671076152474,,,karen,,
3,7,0,recall,[],done,16.293559227138758,3132.5317101795226,,,done,,
4,76,0,study,gary,[],6.465047923848033,3343.525470238179,,,,,
4,77,0,study,georgia tech,[],12.4571872074157,3349.5168222412467,,,,,
4,78,0,study,giants,[],18.45483431778848,3355.5144441556185,,,,,
4,79,0,study,generation,[],24.453111412003636,3361.512731589377,,,,,
4,80,0,study,yen,[],30.450883151963353,3367.510497264564,,,,,
4,81,0,study,valley,[],36.448986779898405,3373.5085945185274,,,,,
4,82,0,study,rafters,[],42.44695000723004,3379.50656061247,,,,,
4,83,0,study,japan,[],48.44401532970369,3385.503618888557,,,,,
4,84,0,study,mauve,[],54.44200714677572,3391.5016094632447,,,,,
4,85,0,study,dinghy,[],60.44028839841485,3397.4998909477144,,,,,
4,86,0,study,ladle,[],66.43912907503545,3403.498761890456,,,,,
